animal_id,last_weight,last_weight_date
6517,54.2,2020-02-14 10:27:50.907
6518,55.2,2020-01-06 08:55:30.121
6519,"",
6520,"",
6521,89.6,2020-07-07 07:55:46.13
6522,125.0,2023-08-09 08:54:18.279
6523,17.6,2019-05-22 11:45:04.925
6524,60.0,2020-02-14 11:04:06.962
6525,73.4,2019-11-10 09:36:32.663
6526,83.2,2020-07-07 08:27:09.49
6527,58.6,2020-01-06 09:04:09.339
6528,63.0,2020-01-06 08:57:13.536
6529,51.6,2020-01-06 08:59:55.165
6530,59.0,2020-01-06 09:41:14.79
6531,19.2,2019-05-22 11:54:37.941
6532,61.6,2020-01-06 08:51:14.73
6533,54.6,2020-01-06 10:56:59.22
6534,66.6,2020-01-06 08:56:42.929
6535,51.0,2020-01-06 09:32:11.58
6536,65.2,2020-01-06 09:27:37.613
6537,69.2,2019-11-10 11:16:30.183
6538,0.0,
6539,"",
6540,59.0,2020-02-14 10:52:21.605
6541,57.6,2020-01-24 09:43:18.752
6542,60.6,2020-01-24 09:48:51.735
6543,59.2,2020-02-14 10:51:40.822
6544,69.2,2020-01-06 09:26:46.646
6545,58.2,2020-02-14 10:23:17.286
6546,89.4,2020-07-07 08:53:31.275
6558,90.4,2020-01-24 10:01:21.79
6559,83.8,2020-01-24 10:07:23.365
6560,61.6,2020-01-06 09:20:46.644
6561,49.8,2020-01-06 09:07:56.021
6562,62.6,2020-02-14 10:43:47.816
6563,54.0,2020-02-14 10:40:31.28
6564,63.4,2020-01-06 08:46:37.351
6565,62.8,2020-01-24 10:12:10.525
6566,71.6,2019-11-10 10:36:13.82
6567,158.0,2024-01-04 10:37:36.383
6568,"",
6569,141.0,2022-02-04 15:18:32.741
6570,63.8,2020-02-14 10:59:48.913
6571,56.8,2020-01-06 09:30:26.259
6572,58.2,2020-01-06 09:06:11.106
6573,84.0,2023-08-09 07:56:39.1
6574,62.8,2020-02-14 11:01:42.594
6575,66.2,2020-01-06 08:50:59.576
6576,61.0,2020-01-24 10:12:53.465
6577,70.0,2020-01-24 10:02:15.882
6578,68.8,2019-11-10 09:58:43.174
6579,59.0,2020-02-14 10:56:18.166
6584,61.0,2020-02-14 10:31:29.257
6585,106.0,2023-08-09 13:56:12.5
6592,168.0,2024-01-04 10:42:43.757
6593,128.0,2023-08-09 10:36:21.121
6594,119.0,2023-08-09 09:45:56.592
6595,65.6,2020-07-19 13:05:47.011
6596,"",
6597,108.0,2023-08-09 14:49:53.079
6598,67.8,2020-07-19 13:15:01.833
6599,"",
6600,101.0,2022-02-27 12:32:53.852
6601,104.0,2021-12-20 13:06:43.863
6602,63.0,2020-07-19 14:27:23.738
6603,85.4,2020-12-14 15:20:22.63
6604,96.5,2023-08-09 14:29:01.716
6605,71.4,2020-12-14 15:04:12.372
6606,56.4,2020-11-24 12:53:48.645
6607,104,2021-12-20 13:09:05.292
6608,66.2,2020-07-19 12:54:19.991
6609,102.0,2023-08-09 12:49:08.252
6610,74.2,2020-12-14 14:31:15.737
6611,66.2,2020-12-14 14:03:01.387
6612,88.0,2022-02-26 12:58:57.105
6613,110.0,2023-08-09 08:02:00.526
6614,106.0,2021-12-20 14:09:10.794
6615,121.0,2023-08-09 14:37:36.939
6616,"",
6617,96.5,2022-02-26 13:46:26.612
6618,78,2020-07-19 14:08:58.291
6619,"",
6620,63.8,2020-07-19 13:33:46.35
6621,58.4,2020-11-24 13:33:54.935
6622,62.6,2020-12-14 15:04:24.187
6623,67.2,2020-12-14 15:16:30.305
6624,"",
6625,"",
6626,66.2,2020-12-14 15:05:52.467
6627,100.0,2023-08-09 13:18:24.673
6628,52.4,2020-12-14 09:42:39.684
6629,63.4,2020-12-14 14:21:54.786
6630,"",
6631,"",
6632,94.0,2023-02-05 13:00:04.574
6633,42.2,2020-12-14 11:44:15.148
6634,106.0,2023-08-09 12:16:21.509
6636,96.0,2022-02-26 13:44:57.337
6637,104.0,2023-08-09 12:24:56.425
6638,112.0,2023-08-09 14:52:22.944
6639,66.2,2020-07-19 13:09:04.383
6641,102.0,2023-02-07 13:47:40.466
6642,74.2,2020-12-14 14:01:07.724
6643,57.6,2020-12-14 10:22:27.498
6644,89.5,2022-02-27 12:11:14.902
6645,104.0,2023-08-09 15:14:39.195
6646,51,2020-12-14 10:22:14.413
6647,66.4,2020-07-19 14:09:15.408
6648,88.0,2022-02-02 11:13:21.458
6649,65.4,2020-12-14 14:31:04.03
6650,63.6,2020-12-14 14:38:10.211
6651,59.6,2020-12-14 12:04:29.535
6652,59.4,2020-12-14 14:15:14.559
6653,93.0,2023-08-09 08:38:26.627
6654,104.0,2023-08-09 12:39:25.661
6655,74.2,2020-12-14 13:54:58.56
6656,88.5,2023-08-09 14:57:43.863
6657,89,2021-12-20 11:44:09.596
6658,50.4,2020-12-14 14:18:56.62
6659,109.0,2023-08-09 14:54:20.742
6660,105.0,2023-02-05 14:50:16.291
6661,60.4,2020-12-14 10:27:09.008
6662,62.0,2020-12-14 14:19:47.672
6663,66.4,2020-12-14 13:47:54.867
6664,104.0,2023-08-09 10:49:16.761
6665,51.4,2020-12-14 12:05:28.905
6666,55.2,2020-12-14 14:39:03.535
6667,63.8,2020-12-14 13:46:17.297
6668,67.0,2020-11-24 13:15:57.776
6669,"",
6670,132.0,2023-08-09 13:01:08.34
6671,"",
6672,70,2020-12-14 10:32:10.19
6673,67.6,2020-11-24 09:33:47.932
6674,120.0,2023-08-09 11:59:54.948
6675,41.2,2020-12-14 10:13:25.059
6676,83.5,2022-02-27 13:04:11.435
6677,60.6,2020-11-24 09:24:41.275
6678,"",
6679,"",
6680,0.0,
6681,67.0,2020-07-19 14:01:26.552
6682,"",
6683,"",
6684,"",
6685,51.2,2020-12-14 10:44:43.385
6686,117.0,2023-08-09 08:09:33.321
6687,91.5,2023-08-09 08:34:19.509
6688,53.4,2020-12-14 10:24:18.157
6689,63.6,2020-12-14 12:06:26.884
6690,101.0,2023-08-09 15:06:18.043
6691,72.8,2020-12-14 14:49:28.73
6692,69.6,2020-12-14 13:43:15.228
6693,66.0,2020-12-14 14:19:30.814
6694,78,2022-08-20 10:58:49.111
6695,"",
6696,52.2,2020-12-14 10:09:06.458
6697,67.2,2020-07-19 13:01:13.863
6698,104,2021-12-20 14:13:06.481
6699,44.2,2020-12-14 09:46:12.417
6700,59.4,2020-12-14 14:51:06.07
6701,109.0,2023-02-05 12:34:13.603
6702,98.0,2023-08-09 12:00:55.516
6703,86.5,2022-02-27 15:09:03.996
6704,98.0,2021-12-20 14:03:00.783
6705,106.0,2023-08-09 09:39:03.692
6706,73.2,2020-12-14 14:28:59.45
6707,84.5,2022-02-27 12:58:29.572
6708,63.4,2020-12-14 13:41:42.391
6709,53.2,2020-12-14 11:56:34.062
6710,58.8,2020-11-24 10:50:21.116
6711,99.5,2023-08-09 14:37:18.65
6712,103.0,2023-08-09 15:21:34.341
6713,60.4,2020-12-14 13:37:07.488
6714,52.0,2020-12-14 11:05:12.423
6715,51.2,2020-12-14 11:37:48.635
6716,63.6,2020-12-14 15:09:28.413
6717,116.0,2023-08-09 14:46:45.362
6718,122.0,2022-02-26 13:23:33.658
6719,130.0,2022-09-11 10:05:07.854
6720,59.6,2020-12-14 14:19:39.608
6721,58.6,2020-12-14 10:27:31.528
6722,54.0,2020-12-14 09:59:46.955
6723,"",
6724,64.6,2020-12-14 15:01:09.615
6725,59.8,2020-12-14 13:47:29.318
6726,175.0,2024-01-04 10:44:09.247
6727,73.8,2020-12-14 14:36:53.723
6728,"",
6729,66.4,2020-07-19 14:40:17.869
6730,65.2,2020-12-14 14:57:26.696
6731,98.5,2022-02-27 15:12:15.488
6732,96.5,2022-02-04 15:18:55.122
6733,58.2,2020-12-14 14:07:47.55
6734,59.6,2020-11-24 09:44:52.941
6735,"",
6736,65.6,2020-12-14 14:22:56.414
6737,57.2,2020-12-14 10:55:12.989
6738,99.0,2022-02-27 14:55:33.82
6739,117.0,2023-02-05 16:43:39.087
6740,"",
6741,67.8,2020-12-14 14:01:30.547
6742,59.4,2020-12-14 10:52:10.281
6743,67.2,2020-12-14 14:10:13.435
6744,49.8,2020-12-14 14:07:19.404
6745,112.0,2023-08-09 08:47:41.155
6746,55.4,2020-12-14 11:57:10.555
6747,59.8,2020-12-14 14:39:33.084
6748,113.0,2024-01-03 13:45:56.04
6749,58.4,2020-12-14 11:02:51.591
6750,91.5,2022-02-26 13:26:06.112
6751,"",
6752,58.8,2020-12-14 10:32:21.944
6753,102,2021-12-20 12:27:43.81
6754,69.6,2020-12-14 14:40:37.955
6755,57.0,2020-12-14 09:43:35.882
6756,55.6,2020-12-14 10:05:16.705
6757,96.5,2022-02-27 12:57:17.966
6758,66.6,2020-12-14 10:45:26.316
6759,64.2,2020-07-19 13:05:28.753
6760,100.0,2022-02-27 12:50:53.479
6761,65.4,2020-12-14 14:39:16.114
6762,64,2020-12-14 15:19:15.844
6763,65,2020-12-14 13:58:53.413
6764,55.2,2020-07-19 13:55:09.787
6765,58.6,2020-12-14 11:55:17.967
6766,65.6,2020-12-14 15:19:44.649
6767,"",
6768,112.0,2022-02-04 15:25:19.486
6769,58.4,2020-12-14 10:11:06.795
6771,55.0,2020-12-14 10:07:25.043
6772,"",
6774,67.8,2020-07-19 14:05:12.01
6775,68.2,2020-11-24 12:07:32.059
6776,103.0,2021-12-20 12:33:31.16
6777,108.0,2023-08-09 13:52:11.743
6778,56.4,2020-12-14 13:42:24.585
6779,62.4,2020-12-14 15:21:27.261
6780,53.0,2020-12-14 10:43:41.341
6781,65.0,2020-12-14 14:05:14.227
6782,54.4,2020-12-14 15:02:20.227
6783,69.4,2020-12-14 14:02:26.255
6784,114.0,2023-08-09 11:37:22.076
6785,90.5,2022-02-27 12:58:42.732
6786,91.5,2022-02-27 12:33:46.009
6787,66.0,2020-07-19 13:01:38.615
6788,"",
6789,95.0,2023-08-09 10:57:51.766
6790,62.2,2020-07-19 14:29:56.181
6791,82,2020-12-14 14:07:08.237
6792,52,2020-12-14 11:49:00.233
6793,58.0,2020-12-14 14:02:37.9
6794,101.0,2022-09-11 12:56:46.71
6795,65.4,2020-12-14 14:33:37.095
6796,113.0,2022-02-27 12:18:59.032
6797,100.0,2021-12-20 13:06:20.307
6798,"",
6800,105.0,2023-02-05 15:40:44.091
6801,67.6,2020-12-14 14:50:17.168
6802,89.5,2022-02-26 11:03:54.754
6803,70.8,2020-12-14 14:20:22.681
6804,110.0,2023-08-09 12:43:32.935
6805,105.0,2023-08-09 07:50:58.251
6806,"",
6807,92.5,2022-02-27 12:48:28.252
6808,68.4,2020-12-14 14:05:37.942
6809,59.8,2020-12-14 11:43:19.627
6810,94.0,2021-12-20 13:30:42.061
6811,"",
6812,45.8,2020-11-24 09:29:43.206
6813,64.2,2020-12-14 14:07:56.235
6814,56.0,2020-12-14 12:12:12.636
6815,69.6,2020-07-19 14:00:23.006
6816,60.4,2020-12-14 15:05:21.059
6817,64.6,2020-12-14 15:12:05.712
6818,103.0,2021-12-20 13:10:13.453
6819,108.0,2021-12-20 09:32:35.371
6820,56.4,2020-12-14 10:13:03.249
6821,106.0,2021-12-20 12:49:10.823
6822,60.4,2020-12-14 10:38:39.778
6823,106.0,2023-08-09 10:44:52.124
6824,69,2020-12-14 15:13:29.431
6825,102.0,2022-02-26 13:35:25.344
6826,74,2020-07-19 13:30:00.188
6827,60.2,2020-11-24 11:19:31.676
6828,65.4,2020-07-19 14:24:21.504
6829,101,2021-12-20 10:32:56.69
6830,92.0,2022-02-27 12:53:54.232
6831,55.2,2020-12-14 15:19:52.999
6832,130.0,2024-01-04 10:34:36.479
6833,161.0,2024-01-04 09:56:28.607
6834,64.8,2020-12-14 14:41:06.037
6835,99.5,2023-08-09 15:21:53.37
6836,109.0,2024-01-02 12:53:05.138
6837,73.6,2020-12-14 14:51:35.579
6838,55.8,2020-12-14 10:06:53.651
6839,58.0,2020-12-14 10:47:47.07
6840,56.0,2020-12-14 10:41:31.011
6841,73.2,2020-12-14 13:40:56.936
6842,92.5,2021-12-20 12:14:36.075
6843,95.0,2023-02-05 15:19:05.317
6844,111.0,2023-08-09 13:16:58.763
6845,91.0,2022-02-26 13:07:05.826
6846,66.6,2020-12-14 14:23:42.592
6847,100.0,2022-02-27 12:58:07.723
6848,59.6,2020-12-14 12:13:14.819
6849,98.5,2022-02-27 12:59:39.139
6850,104.0,2023-08-09 11:31:16.738
6851,61.8,2020-12-14 13:50:38.633
6852,"",
6853,64.0,2020-12-14 14:29:12.087
6854,71.4,2020-12-14 15:05:10.89
6855,68.4,2020-12-14 14:03:23.034
6856,58.6,2020-12-14 11:35:40.976
6857,73.4,2020-12-14 14:10:32.173
6858,56.4,2020-12-14 14:23:31.353
6859,58.4,2020-12-14 14:09:09.21
6860,68.0,2020-12-14 13:51:55.498
6861,48.6,2020-12-14 14:31:49.865
6862,58.2,2020-12-14 10:34:45.368
6863,69.6,2020-12-14 14:54:28.473
6864,43.4,2020-12-14 14:33:47.248
6865,84,2022-08-20 07:24:35.98
6866,149.0,2023-02-07 15:32:31.514
6867,79.0,2022-02-26 11:07:18.657
6868,71.2,2020-12-14 13:53:33.623
6869,73.4,2020-12-14 15:04:58.022
6871,107.0,2021-12-20 14:01:23.55
6872,76.4,2020-12-14 14:57:59.473
6873,110.0,2023-08-09 09:14:11.645
6874,"",
6875,103.0,2023-08-09 11:03:39.879
6876,89.5,2022-02-27 13:05:24.799
6877,59.8,2020-12-14 10:42:01.508
6878,69.0,2020-12-14 15:09:17.929
6879,67.2,2020-12-14 13:59:04.472
6880,142.0,2023-08-09 12:50:11.056
6881,68.6,2020-12-14 15:04:34.995
6882,64.2,2020-07-19 14:46:18.944
6883,81.5,2022-02-27 14:02:03.558
6884,113.0,2023-08-09 14:19:58.213
6885,52.4,2020-12-14 11:49:53.071
6886,60.4,2020-12-14 10:15:48.993
6887,70.4,2020-12-14 15:18:15.985
6888,57.0,2020-12-14 12:08:51.263
6889,"",
6890,"",
6891,69.0,2020-12-14 14:03:57.48
6892,123.0,2023-08-09 07:19:19.175
6893,67.8,2020-12-14 14:52:54.576
6894,64.4,2020-12-14 15:11:36.082
6896,"",
6897,49.8,2020-12-14 09:45:36.956
6898,67.8,2020-07-19 13:02:47.014
6899,76.6,2020-07-19 12:43:21.998
6900,72.0,2020-11-24 09:37:35.614
6901,91.0,2022-02-26 12:11:38.821
6902,108.0,2023-08-09 11:52:15.15
6903,110.0,2021-12-20 14:34:02.175
6904,130.0,2024-01-02 11:00:32.34
6905,99,2021-12-20 13:58:45.253
6906,65,2020-12-14 15:09:39.245
6907,54.4,2020-12-14 10:52:28.537
6908,"",
6909,107.0,2022-02-27 15:02:02.621
6910,61.6,2020-12-14 14:26:33.718
6911,58.6,2020-12-14 09:39:23.149
6912,143.0,2023-08-09 07:43:49.456
6913,100.0,2021-12-20 10:24:18.832
6914,66.6,2020-12-14 13:40:38.539
6915,"",
6916,107.0,2023-08-09 09:18:27.878
6917,102.0,2022-09-11 10:32:53.273
6918,70.2,2020-07-19 12:59:10.799
6919,89.0,2022-02-26 13:40:24.299
6920,52.2,2020-12-14 10:32:58.484
6921,112.0,2023-08-09 14:46:09.436
6922,66.6,2020-12-14 14:44:31.825
6923,59.8,2020-12-14 14:59:16.612
6924,58.0,2020-12-14 10:21:19.144
6925,65.8,2020-12-14 14:21:13.068
6926,64,2020-12-14 13:56:20.556
6927,59.2,2020-11-24 12:57:22.782
6928,62.8,2020-12-14 14:55:04.457
6929,52.8,2020-12-14 10:32:47.27
6930,56.4,2020-12-14 10:22:03.404
6931,56.4,2020-12-14 14:58:09.403
6933,63.8,2020-12-14 14:17:56.298
6934,58.0,2020-12-14 14:34:55.579
6936,97.0,2023-02-04 12:43:30.432
6937,43.6,2020-12-14 10:51:43.916
6938,"",
6939,"",
6940,65.0,2020-07-19 13:03:07.589
6941,"",
6942,113.0,2023-08-09 14:30:08.113
6943,142.0,2023-08-09 12:54:14.512
6944,119.0,2023-08-09 15:09:34.603
6945,55.2,2020-12-14 15:07:04.518
6946,46.2,2020-12-14 10:00:37.111
6947,"",
6948,107.0,2023-08-09 09:00:49.561
6949,67.2,2020-12-14 14:49:11.722
6950,63.6,2020-12-14 14:35:37.235
6951,71.4,2020-12-14 14:18:16.735
6952,"",
6953,57.4,2020-12-14 15:22:54.69
6954,89.5,2023-08-09 12:55:10.211
6955,115.0,2023-08-09 14:26:08.869
6956,63.6,2020-12-14 15:18:58.012
6957,60.8,2020-12-14 15:23:03.779
6958,71.0,2022-02-27 12:39:52.468
6959,95.5,2022-02-27 11:17:38.723
6960,106,2023-08-09 11:28:34.021
6961,63.8,2020-12-14 14:37:26.479
6962,107.0,2022-02-27 12:53:32.174
6963,56.4,2020-12-14 11:01:54.575
6964,63.6,2020-07-19 13:04:51.803
6965,57.4,2020-11-24 11:02:43.203
6966,68.2,2020-12-14 15:17:20.667
6967,206.0,2024-01-04 10:38:35.662
6968,"",
6969,108.0,2023-08-09 07:49:22.957
6970,"",
6971,125,2021-12-20 14:03:58.118
6972,124.0,2023-08-09 09:20:22.228
6973,69.8,2020-12-14 14:20:49.149
6974,106.0,2023-08-09 12:50:32.539
6975,"",
6976,83.0,2022-02-27 14:52:46.826
6977,52.2,2020-12-14 13:55:31.549
6978,67.2,2020-12-14 14:55:22.266
6979,54.0,2020-12-14 10:04:25.576
6980,47.6,2020-12-14 11:40:21.17
6981,47.6,2020-12-14 09:58:03.348
6982,"",
6983,"",
6984,56.4,2020-12-14 14:22:32.724
6985,52.6,2020-12-14 11:33:41.278
6986,97.5,2023-08-09 15:20:54.646
6987,100.0,2022-09-11 11:23:34.106
6988,66.8,2020-12-14 14:59:08.714
6989,59.6,2020-12-14 11:49:19.194
6990,51.6,2020-12-14 10:04:41.125
6991,173,2023-08-27 11:27:34.772
6992,96.5,2022-02-27 12:54:28.69
6993,61.6,2020-12-14 14:42:12.472
6994,53.4,2020-12-14 10:50:11.033
6995,51.0,2020-12-14 13:43:03.339
6996,59.2,2020-12-14 10:36:25.269
6997,59.0,2020-12-14 14:14:46.391
6998,55.2,2020-12-14 10:41:16.213
6999,56.4,2020-12-14 11:54:36.355
7000,71.4,2020-07-19 13:00:04.235
7001,59.4,2020-12-14 10:28:59.419
7002,51.6,2020-12-14 11:49:09.275
7003,112.0,2023-02-04 13:55:16.028
7004,69.4,2020-07-19 13:53:50.959
7005,73.2,2020-12-14 14:26:23.046
7006,61.4,2020-12-14 15:10:19.025
7007,116.0,2021-12-20 11:36:15.612
7008,113.0,2021-12-20 13:33:12.211
7009,69.4,2020-07-19 14:11:32.876
7010,19.6,2020-05-20 14:20:47.464
7011,117.0,2023-08-09 14:22:46.141
7012,"",
7013,"",
7014,47.4,2020-07-10 10:15:25.24
7015,61.2,2020-12-14 15:08:45.119
7016,56.8,2020-12-14 13:46:47.182
7017,57.6,2020-12-14 10:38:01.411
7018,92.5,2022-02-27 14:56:40.405
7019,57.2,2020-12-14 09:33:03.663
7020,70.8,2020-07-19 13:13:02.905
7021,111.0,2023-08-09 14:45:16.188
7022,59.0,2020-12-14 13:47:18.512
7023,91.5,2021-12-20 12:19:01.683
7024,66.5,2023-06-11 11:10:29.87
7025,58.2,2020-12-14 14:27:12.741
7026,67.4,2020-12-14 14:05:27.507
7027,107.0,2023-08-09 09:17:23.654
7028,70.4,2020-11-24 12:35:44.573
7029,106.0,2023-08-09 14:49:41.069
7031,57.2,2020-11-24 11:00:28.17
7032,64.4,2020-07-19 12:57:37.855
7033,110.0,2023-08-09 08:21:33.794
7034,65.2,2020-12-14 14:03:44.563
7035,73.6,2020-07-19 13:12:15.682
7036,57.4,2020-12-14 15:18:06.839
7037,99.0,2023-08-09 09:35:41.22
7038,98.5,2022-02-27 11:46:05.846
7040,50.6,2020-12-14 15:06:43.115
7041,74.4,2020-12-14 13:52:33.315
7042,54.6,2020-12-14 11:05:25.416
7043,73.8,2020-12-14 14:40:15.021
7044,61.4,2020-07-19 12:49:35.615
7045,59.8,2020-12-14 12:07:02.942
7046,134.0,2023-08-09 09:37:54.501
7047,59.0,2020-12-14 11:59:20.247
7048,98.0,2022-02-04 14:58:37.31
7049,81.5,2022-02-27 12:43:30.025
7050,48.4,2020-12-14 11:39:54.1
7051,103.0,2023-08-09 12:30:56.934
7052,54.4,2020-12-14 11:02:16.104
7053,"",
7054,106.0,2023-08-09 12:09:26.101
7055,65.8,2020-12-14 14:17:10.464
7056,"",
7057,58.2,2020-11-24 11:57:32.661
7059,109.0,2021-12-20 12:15:17.478
7060,77.2,2020-12-14 14:12:31.375
7061,"",
7062,63.4,2020-07-19 13:32:52.073
7063,62.2,2020-07-19 13:30:13.108
7064,49.8,2020-12-14 11:35:26.221
7065,92.0,2022-02-27 12:15:15.07
7066,53.0,2020-12-14 10:43:01.128
7067,65.6,2020-12-14 15:08:56.088
7068,65,2020-12-14 13:41:11.813
7069,107.0,2021-12-20 11:13:58.728
7070,49.6,2020-12-14 09:37:07.198
7071,55.6,2020-12-14 11:03:39.183
7072,57.8,2020-12-14 10:01:47.544
7073,98.0,2023-08-09 14:58:48.727
7074,58.6,2020-12-14 10:06:26.494
7075,106.0,2023-08-09 14:48:36.172
7076,"",
7077,55.6,2020-12-14 10:02:04.154
7078,93.0,2022-02-27 12:37:26.239
7079,58.2,2020-12-14 15:22:44.142
7080,60.2,2020-12-14 14:41:15.352
7081,96.0,2022-02-27 13:04:33.352
7082,75.0,2020-12-14 15:00:39.7
7083,80.0,2020-12-14 14:16:52.672
7084,68.4,2020-12-14 10:23:50.189
7085,49.2,2020-12-14 10:39:35.743
7086,55.0,2020-12-14 14:04:17.458
7087,115.0,2023-08-09 08:32:28.171
7088,"",
7089,123.0,2023-08-09 06:44:03.404
7090,62.4,2020-07-19 13:30:33.156
7091,131.0,2023-02-07 15:34:08.349
7092,63,2020-12-14 14:57:43.478
7093,139.0,2024-01-03 08:21:15.175
7094,103.0,2023-08-09 12:55:44.836
7095,108.0,2023-08-09 13:09:44.368
7096,54.8,2020-12-14 15:22:12.852
7097,54.6,2020-12-14 10:31:12.163
7098,68.4,2020-12-14 14:59:25.314
7099,63.4,2020-07-19 13:26:20.892
7100,55.2,2020-11-24 10:12:47.959
7101,59.4,2020-11-24 09:10:56.541
7102,"",
7103,58.0,2020-07-10 09:50:16.431
7104,66.4,2020-12-14 14:42:01.754
7105,57.8,2020-12-14 15:12:53.692
7106,58.4,2020-12-14 14:40:56.262
7107,108.0,2023-08-09 13:14:11.739
7108,67.2,2020-07-19 13:36:51.237
7109,113.0,2023-08-09 09:04:21.385
7110,126.0,2023-08-09 08:39:48.706
7111,102.0,2023-08-09 15:12:20.99
7112,112.0,2023-08-09 11:25:09.831
7114,109.0,2023-08-09 12:24:33.307
7115,189.0,2024-01-02 09:34:35.636
7116,62.8,2020-12-14 14:57:51.589
7117,50.2,2020-12-14 11:59:30.261
7118,80.8,2020-12-14 10:13:51.106
7120,40.0,2020-11-24 12:04:05.147
7121,50.0,2020-12-14 10:55:32.184
7122,134.0,2024-01-03 10:55:23.073
7123,106.0,2023-08-09 07:59:48.178
7124,73.6,2020-12-14 12:05:37.563
7125,132.0,2023-08-09 13:16:44.255
7126,76.4,2020-07-19 13:32:14.849
7127,67.4,2020-12-14 14:11:35.488
7128,"",
7130,132.0,2023-08-27 11:29:11.922
7131,55.0,2020-12-14 10:41:52.263
7132,62.2,2020-12-14 13:43:47.9
7133,105.0,2023-08-09 07:16:39.067
7134,57.2,2020-12-14 09:52:48.061
7135,56.4,2020-12-14 10:59:34.543
7136,84.0,2022-02-27 11:21:33.293
7137,62.8,2020-11-24 13:33:45.167
7138,66.6,2020-12-14 15:16:01.393
7139,52.6,2020-12-14 14:21:24.675
7140,61.4,2020-12-14 15:12:41.589
7141,104.0,2023-02-07 13:22:22.09
7142,131.0,2024-01-03 11:38:46.16
7143,65.4,2020-07-19 14:02:03.716
7144,"",
7145,67.2,2020-12-14 15:11:57.381
7146,116.0,2023-08-09 09:17:35.987
7147,63.4,2020-07-19 14:21:34.236
7148,102.0,2023-08-09 15:01:41.825
7149,62.2,2020-12-14 11:36:04.843
7150,"",
7151,66.4,2020-07-19 14:43:36.977
7152,72.0,2020-07-19 13:31:30.672
7153,106.0,2024-01-02 12:54:17.634
7154,55.6,2020-12-14 09:47:14.367
7155,97.0,2023-08-09 09:01:29.864
7156,"",
7157,90.5,2022-02-26 13:34:54.893
7158,58.2,2020-12-14 11:05:38.272
7159,84.6,2020-07-19 13:10:17.582
7160,78.4,2020-12-14 15:05:29.922
7161,111.0,2023-08-09 14:06:48.167
7162,102.0,2023-08-09 09:34:04.104
7163,59.6,2020-12-14 11:53:13.632
7164,55.2,2020-12-14 12:15:37.555
7165,94,2021-12-20 13:45:42.591
7166,49.5,2022-02-27 14:12:38.667
7167,72.2,2020-12-14 14:58:28.013
7168,71.4,2020-12-14 15:10:47.182
7169,112.0,2023-08-09 07:51:45.706
7170,102.0,2023-08-09 10:53:50.718
7171,54.8,2020-12-14 12:06:36.332
7172,123.0,2023-08-09 10:45:52.966
7173,91.0,2022-02-27 12:14:58.268
7174,64.6,2020-12-14 15:21:18.177
7175,69.4,2020-12-14 14:00:54.576
7176,56.8,2020-11-24 13:00:12.452
7177,100.0,2023-08-09 14:23:55.268
7178,90.0,2022-02-27 11:35:19.989
7179,42.2,2020-12-14 10:58:38.339
7180,107.0,2023-08-09 15:14:26.181
7181,"",
7182,92.5,2023-08-09 13:07:17.504
7183,66.4,2020-07-19 15:08:25.619
7185,62.0,2020-12-14 14:06:49.496
7186,67.8,2020-07-19 14:10:09.789
7187,55.6,2020-12-14 13:45:42.249
7188,65.4,2020-12-14 15:13:08.61
7189,48.0,2020-12-14 10:12:07.422
7190,"",
7191,62.8,2020-12-14 13:58:04.2
7192,94,2021-12-20 12:53:25.418
7193,"",
7194,"",
7195,50.8,2020-12-14 15:04:47.886
7196,63.2,2020-12-14 10:13:14.401
7197,65.2,2020-12-14 14:33:27.411
7198,69.6,2020-07-19 13:02:14.21
7199,64.2,2020-12-14 14:22:43.041
7200,66.8,2020-12-14 15:16:42.214
7201,103.0,2023-08-09 14:11:59.18
7202,66.0,2020-12-14 15:21:09.623
7203,75.8,2020-12-14 15:01:18.953
7204,116.0,2023-08-09 09:22:47.678
7205,69.6,2020-12-14 13:49:55.106
7206,70.2,2020-12-14 14:14:36.546
7207,"",
7208,"",
7209,57.2,2020-12-14 09:59:00.181
7210,57.6,2020-12-14 14:04:45.057
7211,54.8,2020-12-14 09:58:33.449
7212,66,2020-12-14 13:42:42.501
7213,60,2020-12-14 15:22:35.349
7214,46.6,2020-12-14 12:08:06.77
7215,53.6,2020-12-14 09:45:53.643
7216,111.0,2021-12-20 12:39:05.462
7217,74.8,2020-12-14 14:24:48.136
7218,114.0,2023-02-05 11:47:51.882
7219,95.5,2022-02-26 13:46:04.985
7220,133.0,2023-08-09 08:08:57.865
7221,97.5,2023-08-09 12:07:31.487
7222,85.5,2022-02-26 13:41:18.288
7223,57.2,2020-12-14 14:34:18.952
7224,59.4,2020-12-14 11:04:48.192
7225,56.8,2020-12-14 10:31:43.635
7226,51.2,2020-12-14 09:47:30.324
7227,55.6,2020-12-14 14:44:04.057
7228,55,2020-12-14 10:33:44.659
7229,64.4,2020-12-14 15:14:47.3
7230,57,2020-12-14 10:59:20.382
7231,188.0,2024-01-04 10:18:44.507
7232,69.4,2020-07-19 14:05:28.004
7233,108.0,2023-02-05 15:45:37.032
7234,"",
7235,119.0,2022-02-04 14:50:10.947
7236,55.6,2020-12-14 10:14:30.535
7237,58.4,2020-12-14 10:32:35.241
7238,63.8,2020-12-14 13:53:14.788
7239,61.4,2020-12-14 15:02:39.929
7240,65.0,2020-07-19 13:27:06.976
7241,70.2,2020-07-19 12:59:16.925
