animal_id,tag,rfid,dob,sex,breed_date,dam,dam_date
6023,16076BS,964001023946156,2019-03-17 00:00:00,Wether,,16076,2019-03-18 11:57:44.08
6024,19194,964001023946158,2019-03-16 00:00:00,Female,,16093,2019-03-18 12:04:49.091
6025,OR01554,964001023946157,2019-03-16 00:00:00,Female,,16093,2019-03-18 12:06:43.316
6026,17245AS,964001023946141,2019-03-15 00:00:00,Wether,,17245,2019-03-18 12:11:38.215
6027,OR01872,964001023946140,2019-03-15 00:00:00,Wether,,17245,2019-03-18 12:12:29.444
6028,OR01745,964001023946377,2019-03-16 00:00:00,Wether,,14099,2019-03-18 12:15:26.904
6029,14099BD,964001023946143,2019-03-16 00:00:00,Female,,14099,2019-03-18 12:17:35.485
6030,16164A,964001023946144,2019-03-16 00:00:00,Female,,16164,2019-03-18 12:23:38.266
6031,19118,964001023946145,2019-03-16 00:00:00,Female,2021-08-28 09:07:03.789,16164,2019-03-18 12:25:09.579
6032,14107AD,964001023946146,2019-03-14 00:00:00,M,,14107,2019-03-18 12:29:38.96
6033,100,964001023946147,2019-03-14 00:00:00,Male,,14107,2019-03-18 12:30:53.086
6034,14089SS,964001023946148,2019-03-17 00:00:00,Wether,,14089,2019-03-18 12:34:47.609
6035,17083SS,964001023946149,2019-03-15 00:00:00,Wether,,17083,2019-03-18 12:42:43.718
6036,OR01641,964001027783511,2019-03-15 00:00:00,Female,,17083,2019-03-18 12:45:43.407
6037,19200,964001023946191,2019-03-17 00:00:00,Female,2021-08-28 12:39:50.259,17073,2019-03-18 12:49:48.841
6038,OR01857,964001023946192,2019-03-17 00:00:00,Wether,,15027,2019-03-18 12:53:17.71
6039,OR01941,964001023946193,2019-03-17 00:00:00,Wether,,15027,2019-03-18 12:54:10.486
6040,OR01615,964001023946194,2019-03-17 00:00:00,Female,,15074,2019-03-18 12:58:40.436
6041,OR01524,964001023946195,2019-03-17 00:00:00,Female,,15074,2019-03-18 13:00:07.141
6042,19187,964001023946197,2019-03-17 00:00:00,Female,2021-08-28 11:07:46.899,15154,2019-03-18 13:16:57.473
6043,19202,964001023946196,2019-03-17 00:00:00,Female,,15154,2019-03-18 13:19:39.974
6044,12113AS,964001023946198,2019-03-17 00:00:00,Wether,,12025,2020-01-22 20:40:04.91
6045,12113BD,964001023946199,2019-03-17 00:00:00,Female,,12025,2019-03-18 13:27:05.533
6046,OR01521,964001023946180,2019-03-16 00:00:00,Female,,16031,2019-03-18 13:33:48.81
6047,OR01727,964001023946181,2019-03-17 00:00:00,Wether,,16031,2019-03-18 13:51:50.352
6048,OR01945,964001023946182,2019-03-16 00:00:00,Wether,,16031,2019-03-18 13:55:40.402
6049,OR01621,964001023946184,2019-03-17 00:00:00,Female,,16222,2019-03-18 14:14:47.312
6050,OR01851,964001023946183,2019-03-17 00:00:00,Wether,,16222,2019-03-18 14:20:01.966
6051,OR02014,964001023946185,2019-03-17 00:00:00,Female,,11029,2019-03-18 14:29:50.312
6052,11028BS,964001023946186,2019-03-17 00:00:00,Wether,,11029,2019-03-18 14:33:17.317
6053,19147,964001023946187,2019-03-17 00:00:00,Female,2021-08-28 10:52:57.626,17108,2019-03-18 14:37:49.924
6054,OR01773,964001023946188,2019-03-17 00:00:00,Wether,,17108,2019-03-18 14:39:22.309
6055,19100,964001023946189,2019-03-17 00:00:00,Female,2021-08-28 11:31:55.309,15036,2019-03-18 14:49:23.298
6056,19165,964001040248878,2019-03-17 00:00:00,Female,2021-08-27 18:04:53.055,15036,2019-03-18 14:52:53.274
6057,19110,964001023946131,2019-03-17 00:00:00,Female,2021-08-27 14:48:06.996,16265,2019-03-18 14:57:49.134
6058,19152,964001023946132,2019-03-17 00:00:00,Female,2021-08-27 18:03:11.555,16265,2019-03-18 14:59:12.81
6059,OR01528,964001023946133,2019-03-16 00:00:00,Female,,14084,2019-03-18 15:04:46.698
6060,14084DR,964001023946134,2019-03-16 00:00:00,Female,,14084,2019-03-18 15:06:26.753
6061,14048ES,964001023946135,2019-03-16 00:00:00,Wether,,14084,2019-03-20 11:20:19.799
6062,OR01666,964001023946136,2019-03-17 00:00:00,Female,,9021,2019-03-18 15:21:49.348
6063,9003AD,964001023946137,2019-03-17 00:00:00,Female,,9021,2019-03-18 15:29:10.259
6064,OR01696,964001023946139,2019-03-17 00:00:00,Female,,16040,2019-03-18 15:31:52.032
6065,OR01854,964001023946513,2019-03-17 00:00:00,Wether,,16040,2019-03-18 15:33:33.829
6066,OR01761,964001023946120,2019-03-17 00:00:00,Wether,,16192,2019-03-18 16:39:02.099
6067,OR01689,964001027783515,2019-03-17 00:00:00,Female,,16192,2019-03-18 16:40:35.725
6068,19035,964001023946123,2019-03-17 00:00:00,Female,2021-08-28 09:23:50.907,17270,2019-03-18 16:48:26.588
6069,17270BB,964001023946122,2019-03-17 00:00:00,Female,,17270,2019-03-18 16:50:31.214
6070,17161AS,964001023946124,2019-03-17 00:00:00,Wether,,17161,2019-03-18 16:55:49.797
6071,17161BD,964001023946125,2019-03-17 00:00:00,Female,,17161,2019-03-18 16:56:47.79
6072,17301A,964001023946126,2019-03-17 00:00:00,Female,,17301,2019-03-18 17:02:21.517
6073,OR01752,964001023946127,2019-03-17 00:00:00,Wether,,17301,2019-03-18 17:04:13.94
6074,OR01662,964001023946128,2019-03-17 00:00:00,Female,,16088,2019-03-18 17:14:34.017
6075,17285A,964001023946129,2019-03-17 00:00:00,Male,,17285,2019-03-19 08:11:28.491
6076,OR01705,964001023946090,2019-03-15 00:00:00,Wether,,16023,2019-03-19 08:14:33.285
6077,12082SS,964001023946091,2019-03-18 00:00:00,Wether,,12082,2019-03-19 08:17:03.993
6078,14097SS,964001023946092,2019-03-18 00:00:00,Wether,,14097,2019-03-19 08:21:15.112
6079,19144,964001023946094,2019-03-18 00:00:00,Female,,16183,2019-03-19 08:23:54.963
6080,OR01611,964001023946093,2019-03-17 00:00:00,Female,,16183,2019-03-19 08:25:14.935
6081,19024,964001040248784,2019-03-18 00:00:00,Female,2021-08-27 14:37:04.686,17044,2019-03-19 08:27:56.542
6082,OR01833,964001023946096,2019-03-17 00:00:00,Wether,,17207,2019-03-19 08:36:55.839
6083,OR01619,964001023946097,2019-03-17 00:00:00,Female,,17207,2019-03-19 08:39:12.02
6084,OR01697,964001023946098,2019-03-17 00:00:00,Female,,16023,2019-03-19 08:49:30.243
6085,19074,964001035779221,2019-03-17 00:00:00,Female,2021-08-28 09:53:49.989,16023,2019-04-05 12:07:31.445
6086,OR01818,964001023946089,2019-03-18 00:00:00,Wether,,16118,2019-03-19 08:54:55.965
6087,16118BS,964001023946088,2019-03-18 00:00:00,Wether,,16118,2019-03-19 08:55:37.743
6088,17028AS,964001023946087,2019-03-18 00:00:00,Wether,,17028,2019-03-19 09:00:06.587
6089,19103,964001023946086,2019-03-18 00:00:00,Female,2021-08-28 12:12:20.896,17028,2019-03-19 09:03:19.7
6090,OR01821,964001023946084,2019-03-18 00:00:00,Wether,,17027,2019-03-19 09:06:38.102
6091,15175AS,964001023946083,2019-03-18 00:00:00,Wether,,15175,2019-03-19 09:08:13.377
6092,15175BS,964001023946085,2019-03-18 00:00:00,Wether,,15175,2019-03-19 09:08:58.335
6093,OR02019,964001023946081,2019-03-18 00:00:00,M,,12098,2019-03-19 09:12:21.232
6094,19040,964001023946082,2019-03-18 00:00:00,Female,2021-08-28 10:42:10.405,11043,2019-03-30 14:58:00.59
6095,17236AS,964001023946080,2019-03-18 00:00:00,Wether,,17236,2019-03-19 09:16:50.57
6096,17236BS,964001023945940,2019-03-18 00:00:00,Wether,,17236,2019-03-19 09:17:58.684
6097,OR01973,964001023945942,2019-03-18 00:00:00,Female,,17006,2019-03-19 09:19:40.818
6098,16052SS,964001023945941,2019-03-18 00:00:00,Wether,,16052,2019-03-19 09:21:13.384
6099,101,964001023945943,2019-03-18 00:00:00,Male,,17134,2019-03-19 09:26:15.334
6100,OR01770,964001027783506,2019-03-17 00:00:00,Wether,,15102,2019-03-19 09:28:41.903
6101,OR01806,964001023945945,2019-03-17 00:00:00,Wether,,15102,2019-03-19 09:29:16.525
6102,OR01814,964001023945946,2019-03-17 00:00:00,Wether,,11050,2019-03-19 09:32:55.262
6103,OR01746,964001023945947,2019-03-17 00:00:00,Wether,,11050,2019-03-19 09:33:37.108
6104,OR01841,964001023945948,2019-03-17 00:00:00,Wether,,14054,2019-03-19 09:36:52.312
6105,14054BS,964001023945949,2019-03-17 00:00:00,Wether,,14054,2019-03-19 09:37:29.609
6106,OR02043,964001023945950,2019-03-18 00:00:00,M,,15117,2019-03-19 09:41:55.829
6107,OR01569,964001023945951,2019-03-18 00:00:00,Female,,15117,2019-03-19 09:42:41.397
6108,OR01698,964001027783516,2019-03-18 00:00:00,Female,,17090,2019-03-19 09:45:34.416
6109,17090SS,964001023945953,2019-03-18 00:00:00,Wether,,17090,2019-03-19 09:46:20.527
6110,OR01902,964001023945956,2019-03-17 00:00:00,Wether,,14062,2019-03-19 09:48:42.84
6111,OR01896,964001023945955,2019-03-17 00:00:00,Wether,,14062,2019-03-19 09:49:21.509
6112,OR01634,964001023945954,2019-03-17 00:00:00,Female,,14062,2019-03-19 09:49:55.158
6113,OR01701,964001023945957,2019-03-18 00:00:00,Wether,,17053,2019-03-19 09:55:45.051
6114,17053BR,964001023945958,2019-03-18 00:00:00,M,,17053,2019-03-19 09:56:34.335
6115,OR01600,964001023945959,2019-03-18 00:00:00,Female,,16009,2019-03-19 10:12:04.376
6116,16009D,964001023945971,2019-03-18 00:00:00,M,,16009,2019-03-19 10:13:15.544
6117,OR01695,964001023945970,2019-03-18 00:00:00,Female,,16009,2019-03-19 10:14:20.793
6118,13026C,964001023945972,2019-03-18 00:00:00,Male,,13026,2019-03-19 10:19:32.475
6119,13026D,964001023945974,2019-03-18 00:00:00,M,,13026,2019-03-19 10:20:03.945
6120,OR01648,964001023945973,2019-03-18 00:00:00,Female,,13026,2019-03-19 10:20:43.815
6121,OR01715,964001023945975,2019-03-18 00:00:00,Wether,,14063,2019-03-19 10:24:16.182
6122,OR01714,964001027783509,2019-03-18 00:00:00,Wether,,14063,2019-03-19 10:25:46.929
6123,OR01749,964001023945976,2019-03-18 00:00:00,Wether,,14063,2019-03-19 10:27:10.664
6124,17150AS,964001023945961,2019-03-18 00:00:00,Wether,,17150,2019-03-19 10:41:31.856
6125,OR01961,964001023945962,2019-03-18 00:00:00,Wether,,17150,2019-03-19 10:42:08.329
6126,OR01740,964001023945963,2019-03-18 00:00:00,Wether,,13003,2019-03-19 10:45:34.137
6127,13003BS,964001023945964,2019-03-18 00:00:00,Wether,,13003,2019-03-19 10:46:10.268
6128,16264AS,964001023945965,2019-03-18 00:00:00,Wether,,16264,2019-03-19 10:49:14.484
6129,OR01499,964001023945966,2019-03-18 00:00:00,Female,,16264,2019-03-19 10:50:05.418
6130,OR01907,964001023945967,2019-03-17 00:00:00,Wether,,13051,2019-03-19 10:54:10.818
6131,19150,964001023945968,2019-03-17 00:00:00,Female,2021-08-27 16:38:13.31,13051,2019-03-19 10:54:57.967
6132,19046,964001023945969,2019-03-18 00:00:00,Female,,14012,2019-03-19 10:57:41.524
6133,14012BD,964001023946040,2019-03-18 00:00:00,Wether,,14012,2019-03-19 10:58:58.223
6134,OR01802,964001023946041,2019-03-18 00:00:00,Wether,,17185,2019-03-19 11:01:01.847
6135,19094,964001023946042,2019-03-18 00:00:00,Female,2021-08-27 14:47:23.114,14058,2019-03-19 11:03:31.322
6136,OR01723,964001023946044,2019-03-18 00:00:00,Wether,,14058,2019-03-19 11:04:28.842
6137,OR01944,964001023946043,2019-03-18 00:00:00,Wether,,14058,2019-03-19 11:05:03.021
6138,19071,964001023946045,2019-03-18 00:00:00,Female,2021-08-28 08:44:43.677,15137,2019-03-19 11:07:25.307
6139,19168,964001023946046,2019-03-18 00:00:00,Female,2021-08-27 17:21:21.285,15137,2019-03-19 11:08:18.64
6140,15081AS,964001023946048,2019-03-18 00:00:00,Wether,,15081,2019-03-19 11:09:45.966
6141,OR01809,964001023946047,2019-03-18 00:00:00,Wether,,15081,2019-03-19 11:10:48.682
6142,OR01527,964001023946049,2019-03-18 00:00:00,Female,,11006,2019-03-19 11:12:45.128
6143,16236SS,964001023946050,2019-03-18 00:00:00,Wether,,16236,2019-03-19 11:15:24.192
6144,OR01541,964001023946053,2019-03-17 00:00:00,Female,,16253,2019-03-19 11:19:28.794
6145,OR01781,964001023946052,2019-03-17 00:00:00,Wether,,16253,2019-03-19 11:20:16.223
6146,OR01592,964001023946051,2019-03-17 00:00:00,Female,,16253,2019-03-19 11:20:57.538
6147,OR01767,964001023946054,2019-03-17 00:00:00,Wether,,17031,2019-03-19 11:23:19.864
6148,OR01969,964001023946055,2019-03-18 00:00:00,Wether,,17089,2019-03-19 11:26:48.428
6149,OR01519,964001027783503,2019-03-18 00:00:00,Female,,17089,2019-03-19 11:27:36.032
6150,16100AD,964001023946057,2019-03-18 00:00:00,M,,16100,2019-03-19 11:29:18.757
6151,19141,964001023946058,2019-03-18 00:00:00,Female,2021-08-28 08:08:21.836,16100,2019-03-19 11:30:16.455
6152,14146A,964001023946010,2019-03-18 00:00:00,M,,13055,2019-03-19 11:32:20.707
6153,14146BS,964001023946059,2019-03-18 00:00:00,Wether,,13055,2019-03-19 11:33:02.951
6154,16177AS,964001023946011,2019-03-18 00:00:00,Wether,,16177,2019-03-19 11:35:14.672
6155,19091,964001023946012,2019-03-16 00:00:00,Female,2021-08-28 12:47:44.271,17258,2019-03-19 16:41:53.893
6156,OR01642,964001023945960,2019-03-18 00:00:00,Female,,13028,2019-03-19 16:51:04.06
6157,OR01640,964001023946014,2019-03-10 00:00:00,Female,,14018,2019-04-05 12:29:13.509
6158,OR01795,964001023946013,2019-03-10 00:00:00,Wether,,14018,2019-04-05 12:30:21.951
6159,19048,964001023946015,2019-03-19 00:00:00,Female,2021-08-28 13:06:31.072,13082,2019-03-20 10:42:48.728
6160,OR01943,964001023946016,2019-03-19 00:00:00,Wether,,13082,2019-03-20 10:44:48.699
6161,19199,964001023946017,2019-03-19 00:00:00,Female,2021-08-28 12:23:18.083,13082,2019-03-20 10:45:40.167
6162,12073AS,964001023946018,2019-03-19 00:00:00,Wether,,12073,2019-03-20 10:52:20.383
6164,12073BD,"",2019-03-19 00:00:00,Female,,12073,2019-03-20 10:53:47.127
6165,17120SS,964001023946000,2019-03-19 00:00:00,Wether,,17120,2019-03-20 10:57:47.284
6166,16003A,964001023946001,2019-03-19 00:00:00,Female,,16003,2019-03-20 11:00:45.43
6167,16003BS,964001023946362,2019-03-19 00:00:00,Wether,,16003,2019-03-20 11:02:05.53
6168,16130SR,964001023946003,2019-03-17 00:00:00,M,,16130,2019-03-20 11:12:33.549
6169,OR01985,964001023946004,2019-03-19 00:00:00,Female,,17126,2019-03-20 11:15:25.472
6170,OR01758,964001023946005,2019-03-19 00:00:00,Wether,,17126,2019-03-20 11:16:40.116
6171,19222,964001023946006,2019-03-19 00:00:00,Female,2021-08-28 14:42:10.812,16139,2019-03-20 11:25:18.662
6172,19155,964001023946007,2019-03-19 00:00:00,Female,2021-08-28 15:11:05.547,16139,2019-03-20 11:26:42.905
6173,19148,964001023946008,2019-03-19 00:00:00,Female,,16147,2019-03-20 11:31:38.824
6174,OR01963,964001023946009,2019-03-19 00:00:00,Wether,,16147,2019-03-20 11:33:52.464
6175,OR01775,964001023945980,2019-03-19 00:00:00,Wether,,17173,2019-03-20 11:37:50.113
6176,OR01868,964001023945981,2019-03-19 00:00:00,Wether,,17173,2019-03-20 11:38:47.543
6177,OR01849,964001023945982,2019-03-19 00:00:00,Wether,,17070,2019-03-20 11:47:32.333
6178,OR01855,964001023945983,2019-03-19 00:00:00,Wether,,17070,2019-03-20 11:48:39.86
6179,14150AS,964001023945984,2019-03-19 00:00:00,Wether,,14150,2019-03-20 11:51:30.312
6180,OR01733,964001023945985,2019-03-19 00:00:00,Wether,,14150,2019-03-20 11:52:25.219
6181,19172,964001023946364,2019-03-19 00:00:00,Female,,16036,2019-03-20 11:56:33.917
6182,16036BD,964001023945987,2019-03-19 00:00:00,"",,16036,2019-04-03 13:46:28.057
6183,OR01800,964001023945988,2019-03-19 00:00:00,Wether,,16005,2019-03-20 12:04:21.638
6184,OR01649,964001023945989,2019-03-19 00:00:00,Female,,16005,2019-03-20 12:05:21.871
6185,OR01598,964001023945990,2019-03-01 00:00:00,Female,,16005,2019-03-20 12:08:10.617
6186,OR02020,964001023945991,2019-03-19 00:00:00,M,,17279,2019-03-20 12:11:03.875
6187,OR01567,964001023945992,2019-03-19 00:00:00,Female,,15111,2019-03-20 12:13:28.155
6188,19112,964001035779013,2019-03-19 00:00:00,Female,2021-08-28 11:37:14.416,15111,2019-03-20 12:15:07.139
6189,OR01597,964001023945994,2019-03-19 00:00:00,Female,,16021,2019-03-20 12:17:46.625
6190,19149,964001023945995,2019-03-19 00:00:00,Female,2021-08-28 14:38:42.933,16021,2019-03-20 12:19:37.177
6191,17132AR,964001023945996,2019-03-19 00:00:00,M,,17132,2019-03-20 12:23:06.161
6192,OR01797,964001023945997,2019-03-19 00:00:00,Wether,,17132,2019-03-20 12:25:51.589
6193,OR01720,964001023945998,2019-03-19 00:00:00,Wether,,15082,2019-03-20 12:28:12.169
6194,15082BS,964001023945999,2019-03-19 00:00:00,Wether,,15082,2019-03-20 12:30:27.416
6195,OR02004,964001023946580,2019-03-19 00:00:00,Female,,16203,2019-03-20 12:35:24.774
6196,19089,964001023946581,2019-03-19 00:00:00,Female,2021-08-28 09:24:19.743,15118,2019-03-20 12:52:05.641
6197,OR01561,964001023946582,2019-03-19 00:00:00,Female,,15118,2019-03-20 12:53:53.028
6198,19190,964001035780495,2019-03-19 00:00:00,Female,2021-08-27 16:59:24.475,15118,2019-03-20 13:23:45.037
6199,OR01736,964001023946584,2019-03-19 00:00:00,Wether,,16012,2019-03-20 13:32:00.44
6200,OR01603,964001023946585,2019-03-19 00:00:00,Female,,16012,2019-03-20 13:32:48.007
6201,14016AS,964001023946586,2019-03-19 00:00:00,Wether,,14016,2019-03-20 13:39:04.211
6202,OR01899,964001023946587,2019-03-19 00:00:00,Wether,,14016,2019-03-20 13:40:57.727
6203,OR01542,964001023946589,2019-03-19 00:00:00,Female,,14147,2020-01-30 20:48:43.174
6204,OR01980,964001023946588,2019-03-19 00:00:00,Female,,15083,2019-03-20 14:01:42.436
6205,OR02009,964001023946591,2019-03-18 00:00:00,Female,,15119,2019-03-20 14:11:06.988
6206,19116,964001023946590,2019-03-18 00:00:00,Female,2021-08-27 15:46:06.759,15119,2019-03-20 14:13:00.39
6207,OR01543,964001023946592,2019-03-18 00:00:00,Female,,17309,2019-03-20 14:19:38.166
6208,OR01966,964001023946593,2019-03-19 00:00:00,Wether,,15011,2019-03-20 14:25:03.396
6209,19043,964001023946594,2019-03-19 00:00:00,Female,,15011,2019-03-20 14:26:06.694
6210,17039AS,964001023946595,2019-03-19 00:00:00,Wether,,17039,2019-03-20 14:31:41.656
6211,OR01565,964001023946596,2019-03-19 00:00:00,Female,,17039,2019-03-20 14:33:05.823
6212,15028SS,964001023946597,2019-03-19 00:00:00,Wether,,15028,2019-03-20 14:41:16.755
6213,17094A,964001023946598,2019-03-19 00:00:00,M,,17094,2019-03-20 14:46:25.085
6214,17094B,964001023946599,2019-03-19 00:00:00,Wether,,17094,2019-03-20 14:47:41.816
6215,19015,964001023946620,2019-03-19 00:00:00,Female,2021-08-27 18:37:04,17296,2019-03-20 14:53:53
6216,OR01500,964001023946621,2019-03-19 00:00:00,Female,,17213,2019-03-20 14:59:47.219
6217,OR01594,964001023946622,2019-03-18 00:00:00,Female,,14073,2019-03-20 15:06:32.794
6218,OR01933,964001023946623,2019-03-18 00:00:00,Wether,,14073,2019-03-20 15:09:51.672
6219,OR01744,964001023946624,2019-03-18 00:00:00,Wether,,14073,2019-03-20 15:11:13.425
6220,17008SS,964001023946625,2019-03-19 00:00:00,Wether,,17008,2019-03-20 15:13:15.004
6221,OR01981,964001023946627,2019-03-19 00:00:00,Female,,17181,2019-03-20 15:17:00.378
6222,OR01707,964001023946626,2019-03-19 00:00:00,Wether,,17181,2019-03-20 15:18:10.921
6223,19203,964001023946628,2019-03-19 00:00:00,Female,2021-08-27 18:21:54.343,15071,2019-03-20 15:20:09.435
6224,OR01917,964001023946629,2019-03-19 00:00:00,Wether,,15071,2019-03-20 15:21:00.891
6225,19109,964001027784977,2019-03-19 00:00:00,Female,,16074,2019-03-20 15:24:28.08
6226,OR01552,964001023946631,2019-03-19 00:00:00,Female,,16074,2019-03-20 15:26:01.334
6227,OR01828,964001023946632,2019-03-19 00:00:00,Wether,,17184,2019-03-20 15:28:44.903
6228,OR01982,964001023946634,2019-03-19 00:00:00,Female,,17110,2019-03-20 15:31:12.85
6229,OR01760,964001023946633,2019-03-19 00:00:00,Wether,,17110,2019-03-20 15:32:31.525
6230,19106,964001023946635,2019-03-19 00:00:00,Female,2021-08-28 07:57:49.958,16254,2019-03-20 15:35:57.404
6231,OR01631,964001023946636,2019-03-19 00:00:00,Female,,16254,2019-03-20 15:37:12.117
6232,OR01702,964001023946637,2019-03-19 00:00:00,Wether,,17100,2019-03-20 15:46:57.15
6233,OR01661,964001023946638,2019-03-19 00:00:00,Female,,17242,2019-03-20 15:50:50.39
6234,17242BR,964001023946639,2019-03-19 00:00:00,M,,17242,2019-03-20 15:51:53.494
6235,17045SS,964001023946670,2019-03-09 00:00:00,Wether,,17045,2019-03-20 16:03:52.532
6236,OR01994,964001023946672,2019-03-20 00:00:00,Female,,13008,2019-03-23 13:35:32.433
6237,OR02008,964001023946671,2019-03-20 00:00:00,Female,,13008,2019-03-23 13:35:45.347
6238,OR01808,964001023946673,2019-03-20 00:00:00,Wether,,16054,2019-03-21 12:16:48.424
6239,OR01553,964001023946674,2019-03-20 00:00:00,Female,,16054,2020-01-30 20:53:30.538
6240,OR01614,964001023946675,2019-03-20 00:00:00,Female,,15092,2019-03-21 12:23:37.495
6241,OR01951,964001023946676,2019-03-20 00:00:00,Wether,,15092,2024-01-12 10:54:13.971
6242,OR01838,964001023946677,2019-03-20 00:00:00,Wether,,13006,2019-03-21 12:37:02.099
6243,19111,964001023946678,2019-03-20 00:00:00,Female,2021-08-28 12:08:06.443,13006,2019-03-21 12:38:09.992
6244,15059AS,964001023946679,2019-03-20 00:00:00,Wether,,15059,2019-03-21 12:43:25.427
6245,OR01871,964001023946375,2019-03-20 00:00:00,Wether,,15059,2019-03-21 12:45:23.832
6246,19122,964001023946471,2019-03-20 00:00:00,Female,2021-08-28 11:26:10.77,17151,2019-03-21 12:53:22.827
6247,19004,964001023946472,2019-03-20 00:00:00,Female,2021-08-27 14:42:51,16078,2019-03-21 12:57:53
6248,16078BD,964001023946473,2019-03-20 00:00:00,M,,16078,2019-03-21 12:59:07.815
6249,13028AS,964001023945978,2019-03-18 00:00:00,Wether,,13028,2019-03-21 13:03:26.113
6250,13028BD,964001023945979,2019-03-18 00:00:00,M,,13028,2019-03-21 13:04:10.399
6251,19057,964001023946474,2019-03-20 00:00:00,Female,,17140,2019-03-21 13:35:59.376
6252,OR01677,964001023946476,2019-03-20 00:00:00,Female,,16155,2019-03-21 13:43:01.61
6253,OR02038,964001023946475,2019-03-20 00:00:00,M,,16155,2019-03-21 13:47:47.526
6254,19052,964001023946478,2019-03-20 00:00:00,Female,,12057,2019-03-21 14:04:12.474
6255,OR01602,964001023946477,2019-03-20 00:00:00,Female,,12057,2019-03-21 14:07:37.895
6256,OR01604,964001023946363,2019-03-20 00:00:00,Female,,16044,2019-03-21 14:12:31.575
6257,OR01919,964001023946460,2019-03-20 00:00:00,Wether,,16044,2019-03-21 14:14:17.14
6258,OR01952,964001023946372,2019-03-20 00:00:00,Wether,,16109,2019-03-21 14:18:04.587
6259,OR01730,964001023946462,2019-03-20 00:00:00,Wether,,16109,2019-03-21 14:18:57.57
6260,19063,964001023946463,2019-03-20 00:00:00,Female,,17012,2019-03-21 14:22:46.956
6261,OR01516,964001023946464,2019-03-20 00:00:00,Female,,15043,2019-03-21 14:28:11.054
6262,OR01926,964001023946465,2019-03-20 00:00:00,Wether,,15043,2019-03-21 14:29:26.211
6263,16060S,964001023946466,2019-03-20 00:00:00,Female,,16060,2019-03-21 14:35:49.795
6264,OR01644,964001023946467,2019-03-20 00:00:00,Female,,15010,2019-03-21 14:42:08.81
6265,OR01557,964001023946468,2019-03-20 00:00:00,Female,,16248,2019-03-21 15:11:16.057
6266,19164,964001023946469,2019-03-20 00:00:00,Female,,16248,2019-03-21 15:12:29.069
6267,19170,964001023946660,2019-03-20 00:00:00,Female,,17195,2019-03-21 15:23:23.005
6268,17195BD,964001023946661,2019-03-20 00:00:00,M,,17195,2019-03-21 15:24:44.097
6269,OR01905,964001023946662,2019-03-20 00:00:00,Wether,,16256,2019-03-21 15:34:27.79
6270,19018,964001023946663,2019-03-20 00:00:00,Female,2021-08-27 13:28:40.67,16256,2019-03-21 15:36:13.436
6271,OR01688,964001023946664,2019-03-20 00:00:00,Female,,14125,2019-03-21 15:43:16.26
6272,OR01504,964001023946665,2019-03-20 00:00:00,Female,,14125,2019-03-21 15:45:32.336
6273,OR01717,964001023946666,2019-03-20 00:00:00,Wether,,15046,2019-03-21 16:10:02.936
6274,OR01901,964001023946667,2019-03-20 00:00:00,Wether,,15046,2019-03-21 16:10:42.119
6275,OR01613,964001023946668,2019-03-20 00:00:00,Female,,12022,2019-03-21 16:19:29.082
6276,12022B,964001023946669,2019-03-20 00:00:00,M,,12022,2019-03-21 16:20:52.104
6277,OR01756,964001023946701,2019-03-20 00:00:00,Wether,,16208,2019-03-21 16:23:26.157
6278,OR01757,964001023946700,2019-03-20 00:00:00,Wether,,16208,2019-03-21 16:24:14.663
6279,19086,964001035780523,2019-03-20 00:00:00,Female,2021-08-28 14:38:20.362,15024,2019-03-21 16:26:33.445
6280,19090,964001023946371,2019-03-20 00:00:00,Female,2021-08-28 08:48:04.404,15024,2019-03-21 16:28:25.838
6281,OR01668,964001023946705,2019-03-20 00:00:00,Female,,16175,2019-03-21 16:30:53.355
6282,16175BS,964001023946704,2019-03-20 00:00:00,Wether,,16175,2019-03-21 16:32:13.621
6283,OR01751,964001023946706,2019-03-20 00:00:00,Wether,,15149,2019-03-23 13:37:23.758
6284,OR01682,964001023946707,2019-03-20 00:00:00,Female,,15149,2019-03-23 13:37:34.709
6285,17106SS,964001023946709,2019-03-20 00:00:00,Wether,,17106,2019-03-21 16:42:50.286
6286,17063SS,964001023946708,2019-03-20 00:00:00,Wether,,17063,2019-03-21 16:44:43.446
6287,19145,964001023946711,2019-03-20 00:00:00,Female,2021-08-28 12:08:36.174,12108,2019-03-21 16:50:10.842
6288,OR01783,964001023946710,2019-03-20 00:00:00,Wether,,12108,2019-03-21 16:49:12.119
6289,OR01743,964001023946712,2019-03-20 00:00:00,Wether,,17155,2019-03-21 16:52:35.267
6290,OR01913,964001023946713,2019-03-20 00:00:00,Wether,,17155,2019-03-21 16:53:30.784
6291,17093SS,964001023946714,2019-03-20 00:00:00,Wether,,17093,2019-03-21 16:56:05.996
6292,OR01633,964001023946715,2019-03-20 00:00:00,Female,,16057,2019-03-21 16:59:38.541
6293,OR01632,964001023946716,2019-03-20 00:00:00,Female,,16057,2019-03-21 17:00:46.83
6294,OR01995,964001023946718,2019-03-20 00:00:00,Female,,16091,2019-03-21 17:03:06.219
6295,OR01563,964001023946717,2019-03-20 00:00:00,Female,,16091,2019-03-21 17:04:15.324
6296,OR01778,964001023946719,2019-03-20 00:00:00,Wether,,13005,2019-03-21 17:08:53.683
6297,OR02007,964001023946560,2019-03-20 00:00:00,Female,,13005,2019-03-21 17:10:19.798
